cluster_id,h3_int_r5
23,601601280019791871
23,601601281093533695
24,601738014598627327
24,601738015672369151
24,601738016746110975
24,601738251895570431
24,601738254043054079
24,601738259411763199
24,601738260485505023
24,601738261559246847
24,601738262632988671
24,601738263706730495
24,601738265854214143
24,601738276591632383
24,601738277665374207
24,601738279812857855
24,601738280886599679
24,601738281960341503
25,600756391233191935
25,600756421297963007
25,600756422371704831
25,600756423445446655
25,600756424519188479
25,600756425592930303
25,600756426666672127
25,600756427740413951
25,600756434182864895
25,600756436330348543
25,600756443846541311
25,600758459259944959
25,600758460333686783
25,600758475366072319
25,600758536569356287
25,600758540864323583
26,600758330410926079
26,600758334705893375
26,600758482882265087
26,600758483956006911
26,600758485029748735
26,600758486103490559
26,600758487177232383
26,600758488250974207
26,600758489324716031
26,600758495767166975
26,600758497914650623
26,600758505430843391
26,600758734137851903
26,600758735211593727
26,600758750243979263
27,601585974903832575
27,601585985641250815
27,601585986714992639
27,601585987788734463
27,601585989936218111
27,601585991009959935
27,601585992083701759
27,601586020000989183
27,601586022148472831
27,601586023222214655
27,601586026443440127
27,601586145628782591
27,601611609416138751
27,601611610489880575
27,601611611563622399
27,601611612637364223
27,601611614784847871
28,601600094608818175
28,601600095682559999
28,601600339421954047
28,601600340495695871
28,601600341569437695
28,601600342643179519
28,601600343716921343
28,601600344790663167
28,601600345864404991
28,601600361970532351
28,601600377002917887
28,601602894927495167
28,601602897074978815
28,601602927139749887
28,601602931434717183
29,601584638095261695
29,601584641316487167
29,601584642390228991
29,601584939816714239
29,601584940890456063
29,601584954849099775
29,601584955922841599
29,601584958070325247
29,601584960217808895
29,601584963439034367
29,601584964512776191
29,601584965586518015
29,601584966660259839
29,601584967734001663
29,601584968807743487
29,601584969881485311
30,600817839330295807
30,600817841477779455
30,600817843625263103
30,600817844699004927
30,600817845772746751
30,600817873690034175
30,600817875837517823
30,600817876911259647
30,600817880132485119
30,600818891597283327
30,600818892671025151
30,600819136410419199
30,600819137484161023
30,600819138557902847
30,600819139631644671
30,600819140705386495
30,600819141779128319
30,600819173991383039
31,601600579940122623
31,601600581013864447
31,601600584235089919
31,601600585308831743
31,601600661544501247
31,601600662618243071
31,601600898841444351
31,601600900988927999
31,601600906357637119
31,601600907431378943
31,601600908505120767
31,601600909578862591
31,601600910652604415
31,601600911726346239
31,601600912800088063
32,601604939331928063
32,601604969396699135
32,601604970470440959
32,601604971544182783
32,601604972617924607
32,601604973691666431
32,601604974765408255
32,601604975839150079
32,601604984429084671
32,601604987650310143
32,601604991945277439
32,601605220652285951
32,601605221726027775
32,601605236758413311
32,601605238905896959
32,601605297961697279
32,601605302256664575
33,601011760324935679
33,601011775357321215
33,601011836560605183
33,601011840855572479
33,601011958967173119
33,601011989031944191
33,601011990105686015
33,601011991179427839
33,601011992253169663
33,601011993326911487
33,601011994400653311
33,601011995474395135
33,601012001916846079
33,601012004064329727
33,601012011580522495
34,600823208039415807
34,600823209113157631
34,600823210186899455
34,600823211260641279
34,600823392723009535
34,600823422787780607
34,600823424935264255
34,600823426009006079
34,600823427082747903
34,600823429230231551
34,600823439967649791
34,600823441041391615
34,600823444262617087
34,600823445336358911
35,601469282789883903
35,601469283863625727
35,601469284937367551
35,601469286011109375
35,601469287084851199
35,601469289232334847
35,601469297822269439
35,601469299969753087
35,601469301043494911
35,601469303190978559
35,601469305338462207
35,601469308559687679
35,601469312854654975
35,601469313928396799
35,601469315002138623
35,601469337550716927
36,601599988308377599
36,601599995824570367
36,601599996898312191
36,601599997972054015
36,601599999045795839
36,601600000119537663
36,601600001193279487
36,601600002267021311
36,601600014078181375
36,601600018373148671
36,601600033405534207
36,601600077428948991
36,601600079576432639
36,601600109641203711
36,601600113936171007
36,601600232047771647
36,601600233121513471
37,601470399481380863
37,601470403776348159
37,601470404850089983
37,601470405923831807
37,601470433841119231
37,601470434914861055
37,601470435988602879
37,601470437062344703
37,601470438136086527
37,601470439209828351
37,601470440283570175
37,601470685096706047
37,601471696561504255
37,601471697635246079
37,601471699782729727
37,601471700856471551
37,601471701930213375
37,601471730921242623
37,601471731994984447
37,601471733068726271
37,601471734142468095
38,601584638095261695
38,601584697151062015
38,601584699298545663
38,601584701446029311
38,601584703593512959
38,601584714330931199
38,601584715404673023
38,601584718625898495
38,601584719699640319
38,601584720773382143
38,601584963439034367
38,601584964512776191
38,601584965586518015
38,601584966660259839
38,601584969881485311
39,600763671202758655
39,600763673350242303
39,600763674423984127
39,600763675497725951
39,600763676571467775
39,600763677645209599
39,600763692677595135
39,600763693751336959
39,600763707709980671
39,600763708783722495
39,600763722742366207
39,600763723816108031
39,600763725963591679
39,600763728111075327
40,601011769988612095
40,601011800053383167
40,601011801127124991
40,601011802200866815
40,601011803274608639
40,601011804348350463
40,601011805422092287
40,601011806495834111
40,601012169420570623
40,601012170494312447
40,601012173715537919
40,601012174789279743
40,601012203780308991
40,601012204854050815
40,601012207001534463
41,601606654097620991
41,601606656245104639
41,601606661613813759
41,601606662687555583
41,601606663761297407
41,601606664835039231
41,601606665908781055
41,601606666982522879
41,601606668056264703
41,601606684162392063
41,601606698121035775
41,601606699194777599
41,601607462625214463
41,601607466920181759
42,600757817162334207
42,600757819309817855
42,600758056606760959
42,600758064122953727
42,600758068417921023
42,600758186529521663
42,600758187603263487
42,600758216594292735
42,600758217668034559
42,600758218741776383
42,600758219815518207
42,600758220889260031
42,600758221963001855
42,600758223036743679
43,601468595595116543
43,601468596668858367
43,601468597742600191
43,601468598816342015
43,601468599890083839
43,601468600963825663
43,601468602037567487
43,601468608480018431
43,601468610627502079
43,601468629954854911
43,601468631028596735
43,601468632102338559
43,601468633176080383
43,601468638544789503
43,601468640692273151
43,601468644987240447
43,601468648208465919
44,600818467469262847
44,600818468543004671
44,600818469616746495
44,601469283863625727
44,601469286011109375
44,601469291379818495
44,601469292453560319
44,601469293527302143
44,601469294601043967
44,601469295674785791
44,601469297822269439
44,601469308559687679
44,601469309633429503
44,601469311780913151
44,601469312854654975
44,601469313928396799
45,601600538064191487
45,601600540211675135
45,601600545580384255
45,601600546654126079
45,601600547727867903
45,601600548801609727
45,601600549875351551
45,601600550949093375
45,601600552022835199
45,601600562760253439
45,601600563833995263
45,601600567055220735
45,601600568128962559
45,601600781803585535
46,600758334705893375
46,600758482882265087
46,600758483956006911
46,600758485029748735
46,600758487177232383
46,600758488250974207
46,600758489324716031
46,600758731990368255
46,600758734137851903
46,600758735211593727
46,600758750243979263
46,600758752391462911
46,600758754538946559
47,600994362486161407
47,600994363559903231
47,600994365707386879
47,600994367854870527
47,600994371076095999
47,600994373223579647
47,600994374297321471
47,600994375371063295
47,600994376444805119
47,600994377518546943
47,600994389329707007
47,600994392550932479
47,600994393624674303
47,600994407583318015
47,600994408657059839
48,600758723400433663
48,600758725547917311
48,600758727695400959
48,600758728769142783
48,600758729842884607
48,600758745949011967
48,600758757760172031
48,600758759907655679
48,600758760981397503
48,600758764202622975
48,600758772792557567
48,600758774940041215
48,600758776013783039
48,600758778161266687
48,600758780308750335
49,600823611766341631
49,600823612840083455
49,600823613913825279
49,600823614987567103
49,600823618208792575
49,600823626798727167
49,601603113970827263
49,601603115044569087
49,601603117192052735
49,601603119339536383
49,601603122560761855
49,601603126855729151
49,601603127929470975
49,601603129003212799
50,601582846020157439
50,601585762302951423
50,601585763376693247
50,601585765524176895
50,601585767671660543
50,601585770892886015
50,601585771966627839
50,601585773040369663
50,601585774114111487
50,601585775187853311
50,601585776261595135
50,601585777335336959
50,601585788072755199
50,601585789146497023
50,601585792367722495
50,601585793441464319
50,601585807400108031
50,601585808473849855
51,601600571350188031
51,601600572423929855
51,601600576718897151
51,601600579940122623
51,601600584235089919
51,601600585308831743
51,601600586382573567
51,601600882735316991
51,601600897767702527
51,601600898841444351
51,601600899915186175
51,601600900988927999
51,601600902062669823
51,601600903136411647
51,601600904210153471
51,601600906357637119
51,601600908505120767
51,601600910652604415
51,601600912800088063
52,601468183278256127
52,601468184351997951
52,601468185425739775
52,601468186499481599
52,601468188646965247
52,601468191868190719
52,601468194015674367
52,601468195089416191
52,601468196163158015
52,601468197236899839
52,601468198310641663
52,601468210121801727
52,601468213343027199
52,601468214416769023
52,601468228375412735
52,601468229449154559
53,601737987755081727
53,601738061843267583
53,601738062917009407
53,601738063990751231
53,601738065064493055
53,601738068285718527
53,601738216462090239
53,601738217535832063
53,601738219683315711
53,601738221830799359
53,601738225052024831
53,601738229346992127
53,601738230420733951
53,601738231494475775
54,600822084905467903
54,600822099937853439
54,600822101011595263
54,600822102085337087
54,600822103159078911
54,600822104232820735
54,600822105306562559
54,600822106380304383
54,600822112822755327
54,600822114970238975
54,600822137518817279
54,600822259925385215
54,600822267441577983
54,600822268515319807
55,601602200216535039
55,601602230281306111
55,601602232428789759
55,601602234576273407
55,601602276452204543
55,601602291484590079
55,601602295779557375
55,601602306516975615
55,601602307590717439
55,601602308664459263
55,601602309738201087
55,601602310811942911
55,601602311885684735
55,601602312959426559
55,601602557772562431
55,601602558846304255
56,600756147493797887
56,600756149641281535
56,600756151788765183
56,600756155009990655
56,600756156083732479
56,600756157157474303
56,600756159304957951
56,600756160378699775
56,600756161452441599
56,600756472837570559
56,600756474985054207
56,600756476058796031
56,600756487869956095
57,601450533110153215
57,601450534183895039
57,601450549216280575
57,601451297614331903
57,601451301909299199
57,601451450085670911
57,601451451159412735
57,601451452233154559
57,601451453306896383
57,601451454380638207
57,601451455454380031
57,601451456528121855
57,601451462970572799
57,601451465118056447
58,601603148330565631
58,601603149404307455
58,601603150478049279
58,601603151551791103
58,601603152625532927
58,601603153699274751
58,601603154773016575
58,601603156920500223
58,601603161215467519
58,601603163362951167
58,601603185911529471
58,601603191280238591
58,601603193427722239
58,601603194501464063
58,601603197722689535
59,601605258233249791
59,601605317289050111
59,601605319436533759
59,601605334468919295
59,601605335542661119
59,601607343439871999
59,601607350956064767
59,601607365988450303
59,601607367062192127
59,601607368135933951
59,601607369209675775
59,601607370283417599
59,601607371357159423
59,601607372430901247
60,601611089725095935
60,601611325948297215
60,601611327022039039
60,601611328095780863
60,601611329169522687
60,601611334538231807
60,601611336685715455
60,601611337759457279
60,601611338833199103
60,601611340980682751
60,601611344201908223
60,601611351718100991
60,601611352791842815
60,601611353865584639
60,601611354939326463
60,601611356013068287
60,601611357086810111
60,601611358160551935
61,600757847227105279
61,600757848300847103
61,600757849374588927
61,600757850448330751
61,600757853669556223
61,600757857964523519
61,600757862259490815
61,600758002919669759
61,600758005067153407
61,600758007214637055
61,600758010435862527
61,600758011509604351
61,600758014730829823
61,600758015804571647
61,600758016878313471
62,600994252964495359
62,600994254038237183
62,600994375371063295
62,600994376444805119
62,600994405435834367
62,600994406509576191
62,600994407583318015
62,600994408657059839
62,600994409730801663
62,600994410804543487
62,600994411878285311
62,600995169940013055
62,600995172087496703
62,600995174234980351
62,600995176382463999
63,601470678654255103
63,601470680801738751
63,601470710866509823
63,601470715161477119
63,601471726626275327
63,601611261523787775
63,601611263671271423
63,601611278703656959
63,601611279777398783
63,601611293736042495
63,601611308768428031
63,601611309842169855
63,601611310915911679
63,601611311989653503
63,601611313063395327
63,601611314137137151
63,601611315210878975
64,601013981896769535
64,601013982970511359
64,601013985117995007
64,601013986191736831
64,601013987265478655
64,601013988339220479
64,601013994781671423
64,601013996929155071
64,601014232078614527
64,601014233152356351
64,601014234226098175
64,601014308314284031
64,601014309388025855
64,601014310461767679
64,601014311535509503
64,601014312609251327
64,601014314756734975
65,601010842275676159
65,601011078498877439
65,601011079572619263
65,601011080646361087
65,601011081720102911
65,601011087088812031
65,601011089236295679
65,601011091383779327
65,601011093531262975
65,601012135060832255
65,601012136134574079
65,601012138282057727
65,601012139355799551
65,601012140429541375
65,601012141503283199
66,600996217912033279
66,600996218985775103
66,600996220059516927
66,600996221133258751
66,600996226501967871
66,600996228649451519
66,600996230796935167
66,600996232944418815
66,600996236165644287
66,600996243681837055
66,600996244755578879
66,600996247976804351
66,600996249050546175
66,600996250124287999
67,600822426355367935
67,600822428502851583
67,600822429576593407
67,600822432797818879
67,600822441387753471
67,600822443535237119
67,600822444608978943
67,600822446756462591
67,600822448903946239
67,600822452125171711
67,600822454272655359
67,600822456420139007
67,600822457493880831
67,600822458567622655
68,601011757103710207
68,601011758177452031
68,601011759251193855
68,601011760324935679
68,601011761398677503
68,601011762472419327
68,601011763546161151
68,601011775357321215
68,601011779652288511
68,601011838708088831
68,601011840855572479
68,601011870920343551
68,601011993326911487
68,601011994400653311
69,601601292904693759
69,601601293978435583
69,601601295052177407
69,601601296125919231
69,601601297199661055
69,601601298273402879
69,601601299347144703
69,601601301494628351
69,601601303642111999
69,601601305789595647
69,601601306863337471
69,601601307937079295
69,601601322969464831
69,601601324043206655
69,601601330485657599
69,601601335854366719
69,601601338001850367
69,601601339075592191
69,601601342296817663
70,601611875704111103
70,601611876777852927
70,601611877851594751
70,601611878925336575
70,601611879999078399
70,601611881072820223
70,601611882146562047
70,601611884294045695
70,601611886441529343
70,601611888589012991
70,601611890736496639
70,601611893957722111
70,601611901473914879
70,601611902547656703
70,601611905768882175
70,601611906842623999
70,601611920801267711
70,601611921875009535
71,601600614299860991
71,601600615373602815
71,601600616447344639
71,601600617521086463
71,601600618594828287
71,601600619668570111
71,601600651880824831
71,601605776850550783
71,601605781145518079
71,601605782219259903
71,601605783293001727
71,601605811210289151
71,601605813357772799
71,601605814431514623
71,601605817652740095
72,601458425112559615
72,601458426186301439
72,601458428333785087
72,601458429407526911
72,601458430481268735
72,601458431555010559
72,601458437997461503
72,601458440144945151
72,601458460546039807
72,601458461619781631
72,601458462693523455
72,601458468062232575
72,601458470209716223
72,601458471283458047
72,601458472357199871
72,601458474504683519
73,600993387528585215
73,600993389676068863
73,600995413679407103
73,600995421195599871
73,600995425490567167
73,600996429439172607
73,600996436955365375
73,600996438029107199
73,600996467020136447
73,600996468093878271
73,600996469167620095
73,600996470241361919
73,600996471315103743
73,600996472388845567
73,600996473462587391
74,601600021594374143
74,601600022668115967
74,601600025889341439
74,601600026963083263
74,601600270702477311
74,601600271776219135
74,601600272849960959
74,601600273923702783
74,601600274997444607
74,601600276071186431
74,601600277144928255
74,601600348011888639
74,601600350159372287
74,601600351233114111
74,601600352306855935
74,601600353380597759
74,601600354454339583
74,601600384519110655
74,601600385592852479
75,601011894542663679
75,601011895616405503
75,601011896690147327
75,601011897763889151
75,601011898837630975
75,601011899911372799
75,601011900985114623
75,601011912796274687
75,601011973999558655
75,601011976147042303
75,601011978294525951
75,601012008359297023
75,601607447592828927
75,601607448666570751
76,600822082757984255
76,600822083831726079
76,600822085979209727
76,600822088126693375
76,600822091347918847
76,600822095642886143
76,600822096716627967
76,600822097790369791
76,600822120338948095
76,600822125707657215
76,600822126781399039
76,600822127855140863
76,600822128928882687
76,600822130002624511
76,600822132150108159
77,601585736533147647
77,601585737606889471
77,601585738680631295
77,601585739754373119
77,601585740828114943
77,601585741901856767
77,601585742975598591
77,601585818137526271
77,601585820285009919
77,601586055434469375
77,601586056508211199
77,601586057581953023
77,601586062950662143
77,601586065098145791
77,601586066171887615
77,601586069393113087
78,601600816163323903
78,601600817237065727
78,601600846228094975
78,601600847301836799
78,601600848375578623
78,601600849449320447
78,601600850523062271
78,601600851596804095
78,601600852670545919
78,601600859112996863
78,601600861260480511
78,601600868776673279
78,601602885263818751
78,601602900296204287
78,601602961499488255
78,601602965794455551
79,601442963230294015
79,601442964304035839
79,601442965377777663
79,601442966451519487
79,601442967525261311
79,601442968599003135
79,601442969672744959
79,601442976115195903
79,601442978262679551
79,601442985778872319
79,601442993295065087
79,601442994368806911
79,601442999737516031
79,601443000811257855
79,601443008327450623
79,601443012622417919
79,601443015843643391
80,601451326605361151
80,601451387808645119
80,601453410738241535
80,601453411811983359
80,601453419328176127
80,601453423623143423
80,601453426844368895
80,601453434360561663
80,601453435434303487
80,601453436508045311
80,601453437581787135
80,601453438655528959
80,601453439729270783
80,601453440803012607
81,601468322864693247
81,601468337897078783
81,601468338970820607
81,601468340044562431
81,601468341118304255
81,601468342192046079
81,601468343265787903
81,601468344339529727
81,601468350781980671
81,601468352929464319
81,601468375478042623
81,601468493589643263
81,601468497884610559
81,601468505400803327
81,601468506474545151
81,601471422757339135
82,601468605258792959
82,601468664314593279
82,601468666462076927
82,601468670757044223
82,601468681494462463
82,601468682568204287
82,601468683641946111
82,601468684715687935
82,601468685789429759
82,601468686863171583
82,601468687936913407
82,601468694379364351
82,601468696526847999
82,601468715854200831
82,601468716927942655
82,601468718001684479
82,601468719075426303
83,601468045839302655
83,601468046913044479
83,601468049060528127
83,601468051208011775
83,601468054429237247
83,601468055502979071
83,601468056576720895
83,601468057650462719
83,601468058724204543
83,601468059797946367
83,601468060871688191
83,601468072682848255
83,601468075904073727
83,601468076977815551
83,601468090936459263
83,601468092010201087
83,601468290652438527
84,601604741763432447
84,601604742837174271
84,601604771828203519
84,601604772901945343
84,601604773975687167
84,601604775049428991
84,601604776123170815
84,601604777196912639
84,601607323038777343
84,601607325186260991
84,601607327333744639
84,601607329481228287
84,601607574294364159
84,601607575368105983
84,601607578589331455
85,601602289337106431
85,601602291484590079
85,601602293632073727
85,601602295779557375
85,601602310811942911
85,601602311885684735
85,601602533076500479
85,601602538445209599
85,601602540592693247
85,601602541666435071
85,601602544887660543
85,601602555625078783
85,601602556698820607
85,601602557772562431
85,601602558846304255
85,601602559920046079
85,601602560993787903
85,601602562067529727
86,600822426355367935
86,600822427429109759
86,600822430650335231
86,600822431724077055
86,600822460715106303
86,600822461788848127
86,600822462862589951
86,600822463936331775
86,600822465010073599
86,600822466083815423
86,600822469305040895
86,600822471452524543
86,600822472526266367
86,600822473600008191
86,600822474673750015
86,600822475747491839
86,601014379181244415
86,601014380254986239
87,600824377344262143
87,601014241742290943
87,601014364148858879
87,601014365222600703
87,601014394213629951
87,601014395287371775
87,601014396361113599
87,601014397434855423
87,601014398508597247
87,601014399582339071
87,601014400656080895
87,601014409246015487
87,601014412467240959
87,601014416762208255
88,600996784847716351
88,600996786995199999
88,600996789142683647
88,600996790216425471
88,600996791290167295
88,600996821354938367
88,600996822428680191
88,601605318362791935
88,601607348808581119
88,601607349882322943
88,601607352029806591
88,601607354177290239
89,601471687971569663
89,601471689045311487
89,601471690119053311
89,601471692266536959
89,601471693340278783
89,601471694414020607
89,601471710520147967
89,601471722331308031
89,601471723405049855
89,601471724478791679
89,601471725552533503
89,601471728773758975
89,601471737363693567
89,601471739511177215
89,601471740584919039
89,601471742732402687
89,601471744879886335
89,601611295883526143
90,601011749587517439
90,601011753882484735
90,601011757103710207
90,601011758177452031
90,601011761398677503
90,601011762472419327
90,601011763546161151
90,601011791463448575
90,601011792537190399
90,601011793610932223
90,601011794684674047
90,601011797905899519
90,601011870920343551
90,601011875215310847
91,601599995824570367
91,601599996898312191
91,601599997972054015
91,601599999045795839
91,601600001193279487
91,601600073133981695
91,601600075281465343
91,601600077428948991
91,601600078502690815
91,601600079576432639
91,601600107493720063
91,601600109641203711
91,601600110714945535
91,601600113936171007
91,601600233121513471
92,600821673662349311
92,600821679031058431
92,600821680104800255
92,600821681178542079
92,600821682252283903
92,600821683326025727
92,600821685473509375
92,600821696210927615
92,600821697284669439
92,600821701579636735
92,600821762782920703
92,600823491507257343
92,600823495802224639
92,600823496875966463
92,600823497949708287
93,601602843387887615
93,601602845535371263
93,601603082832314367
93,601603088201023487
93,601603090348507135
93,601603091422248959
93,601603094643474431
93,601603105380892671
93,601603106454634495
93,601603107528376319
93,601603108602118143
93,601603109675859967
93,601603110749601791
93,601603111823343615
94,600823476474871807
94,600823477548613631
94,600823598881439743
94,600823599955181567
94,600823628946210815
94,600823630019952639
94,600823632167436287
94,600823634314919935
94,600823637536145407
94,600823639683629055
94,600823640757370879
94,600823641831112703
94,600823642904854527
94,600823643978596351
95,600810142748901375
95,600810143822643199
95,600810144896385023
95,600810145970126847
95,600810151338835967
95,600810153486319615
95,600810154560061439
95,600810155633803263
95,600810157781286911
95,600819995403878399
95,600819996477620223
95,600819999698845695
95,600820000772587519
95,600820001846329343
95,600825162249535487
96,601011920312467455
96,601011922459951103
96,601011924607434751
96,601011926754918399
96,601011941787303935
96,601011942861045759
96,601012171568054271
96,601012186600439807
96,601012187674181631
96,601012188747923455
96,601012189821665279
96,601012190895407103
96,601012191969148927
97,601601106073616383
97,601601107147358207
97,601601114663550975
97,601601118958518271
97,601601229553926143
97,601601258544955391
97,601601259618697215
97,601601261766180863
97,601601263913664511
97,601601267134889983
97,601601268208631807
97,601601269282373631
97,601601270356115455
97,601601271429857279
97,601601272503599103
97,601601273577340927
98,600761059862642687
98,600761060936384511
98,600761062010126335
98,600761063083868159
98,600761065231351807
98,600761068452577279
98,600761070600060927
98,600761072747544575
98,600761074895028223
98,600761078116253695
98,600761085632446463
98,600761086706188287
98,600761089927413759
98,600761091001155583
99,601471657906798591
99,601471660054282239
99,601471675086667775
99,601471676160409599
99,601601516242993151
99,601601518390476799
99,601601522685444095
99,601611360308035583
99,601611361381777407
99,601611362455519231
99,601611363529261055
99,601611364603002879
99,601611365676744703
99,601611366750486527
99,601611373192937471
99,601611375340421119
99,601611382856613887
100,601456019930873855
100,601456022078357503
100,601456024225841151
100,601456026373324799
100,601456037110743039
100,601456038184484863
100,601456041405710335
100,601456042479452159
100,601456043553193983
100,601456049995644927
100,601456071470481407
100,601456072544223231
100,601456073617965055
100,601456074691706879
101,601471687971569663
101,601471689045311487
101,601471691192795135
